,tconst,title,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes
391,tt0027532,Jeunesse perdue,0,1936,101,"Drama,Romance",7.8,9021
392,tt0027552,Drôle de drame,0,1937,94,Comedy,7.4,1832
393,tt0027630,En suivant la flotte,0,1936,110,"Comedy,Musical,Romance",7.1,4349
394,tt0027652,Fureur,0,1936,92,"Crime,Drama,Film-Noir",7.9,12388
396,tt0027664,Le général est mort à l'aube,0,1936,98,War,6.6,1207
397,tt0027686,En parade,0,1936,101,"Comedy,Musical,Romance",6.5,1021
398,tt0027690,L'enchanteresse,0,1936,103,"Drama,History",5.6,1219
399,tt0027698,Le grand Ziegfeld,0,1936,176,"Drama,Musical",6.7,8083
400,tt0027752,Le fils unique,0,1936,87,Drama,7.7,3553
401,tt0027869,Le dernier des Mohicans,0,1936,91,"Adventure,Drama,Western",6.7,1403
403,tt0027884,Une fine mouche,0,1936,98,"Comedy,Romance",7.8,7826
404,tt0027893,Le petit Lord Fauntleroy,0,1936,102,"Drama,Family",7.3,2104
405,tt0027902,Le pacte,0,1936,118,"Drama,History,Romance",7.0,1108
406,tt0027948,Marie Stuart,0,1936,123,"Biography,Drama,History",6.3,2535
407,tt0027969,Soupe au lait,0,1936,89,"Comedy,Family,Sport",6.5,1663
408,tt0027977,Les temps modernes,0,1936,87,"Comedy,Drama,Romance",8.5,235966
409,tt0027996,L'Extravagant Mr. Deeds,0,1936,115,"Comedy,Drama,Romance",7.8,21236
410,tt0028010,My Man Godfrey,0,1936,94,"Comedy,Drama,Romance",8.0,23410
413,tt0028096,La forêt pétrifiée,0,1936,82,"Drama,Thriller",7.5,13635
414,tt0028108,Une aventure de Buffalo Bill,0,1936,113,Western,6.8,2218
415,tt0028141,Je n'ai pas tué Lincoln,0,1936,96,"Biography,Drama,History",7.2,2202
416,tt0028201,Le roman d'un tricheur,0,1936,81,Comedy,7.6,2207
417,tt0028203,Roméo et Juliette,0,1936,125,"Drama,Romance",6.5,2005
418,tt0028216,San Francisco,0,1936,115,"Drama,Music,Romance",7.2,5544
419,tt0028231,Quatre de l'espionnage,0,1936,86,"Mystery,Thriller",6.5,8361
420,tt0028249,Show Boat,0,1936,113,"Comedy,Drama,Musical",7.4,3309
421,tt0028313,La vie de Louis Pasteur,0,1936,86,"Biography,Drama,History",7.3,2757
422,tt0028315,Tchin-Tchin,0,1936,87,"Adventure,Family,Musical",7.1,1346
423,tt0028330,Une belle blonde,0,1936,93,"Drama,Romance,War",6.4,1446
424,tt0028333,Sur les ailes de la danse,0,1936,103,"Comedy,Musical,Romance",7.5,13428
425,tt0028345,Tarzan s'évade,0,1936,89,"Action,Adventure,Family",6.5,3338
426,tt0028355,Théodora devient folle,0,1936,94,"Comedy,Romance",7.1,2494
427,tt0028356,Ils étaient trois,0,1936,93,"Drama,Romance",7.4,2682
428,tt0028358,Les mondes futurs,0,1936,100,"Drama,Sci-Fi,War",6.6,7879
430,tt0028373,Trois jeunes filles à la page,0,1936,84,"Comedy,Musical,Romance",6.6,1380
431,tt0028401,La fille du bois maudit,0,1936,102,"Adventure,Drama,Romance",6.8,1212
432,tt0028505,Sa femme et sa secrétaire,0,1936,88,"Comedy,Drama,Romance",7.0,3417
434,tt0028575,Ange,0,1937,91,"Comedy,Drama,Romance",7.2,2785
435,tt0028597,Cette sacrée vérité,0,1937,90,"Comedy,Romance",7.7,19351
436,tt0028661,L'inconnue du palace,0,1937,103,"Comedy,Drama,Romance",6.3,1140
437,tt0028665,Mélodie de Broadway,0,1937,110,"Musical,Romance",6.7,1256
439,tt0028683,Le roman de Marguerite Gautier,0,1936,109,"Drama,Romance",7.4,7940
440,tt0028691,Capitaines courageux,0,1937,117,"Adventure,Drama,Family",8.0,9599
441,tt0028739,Marie Walewska,0,1937,113,"Drama,History,Romance",6.5,1525
442,tt0028757,Demoiselle en détresse,0,1937,101,"Comedy,Music,Romance",6.8,2020
443,tt0028772,Un jour aux courses,0,1937,111,"Comedy,Family,Musical",7.5,13719
444,tt0028773,Rue sans issue,0,1937,93,"Crime,Drama,Film-Noir",7.3,7436
445,tt0028804,Mariage double,0,1937,87,"Comedy,Romance",6.9,2184
446,tt0028816,Easy Living,0,1937,88,"Comedy,Romance",7.6,3498
448,tt0028818,A l'angle du monde,0,1937,81,"Drama,History,Romance",7.3,1787
449,tt0028872,L'armada invincible,0,1937,92,"Adventure,History,Romance",6.5,1821
451,tt0028944,Visages d'Orient,0,1937,138,"Drama,Romance",7.5,4937
453,tt0028950,La grande illusion,0,1937,113,"Drama,War",8.1,36094
454,tt0028988,Heidi la sauvageonne,0,1937,88,"Drama,Family,Musical",7.3,4471
455,tt0029002,Le destin se joue la nuit,0,1937,97,"Drama,Romance",7.4,1898
456,tt0029030,Hurricane,0,1937,104,"Action,Drama,Romance",7.2,2574
457,tt0029047,L'incendie de Chicago,0,1938,95,"Action,Drama,Musical",6.8,2334
458,tt0029058,L'aventure de minuit,0,1937,90,Comedy,7.4,2396
459,tt0029080,Le dernier round,0,1937,102,"Crime,Drama,Romance",7.2,3555
461,tt0029087,Le chevalier sans armure,0,1937,107,"Adventure,Drama,History",6.8,1301
462,tt0029118,Le dernier gangster,0,1937,81,"Crime,Drama,Thriller",6.7,1531
463,tt0029120,La fin de Madame Cheyney,0,1937,98,"Comedy,Drama,Romance",6.4,1462
464,tt0029146,La vie d'Emile Zola,0,1937,116,"Biography,Drama",7.2,8117
465,tt0029162,Horizons perdus,0,1937,132,"Adventure,Drama,Fantasy",7.7,13010
466,tt0029192,Place aux jeunes,0,1937,91,"Comedy,Drama,Romance",8.2,8328
468,tt0029201,L'Homme qui pouvait accomplir des Miracles,0,1936,82,"Comedy,Family,Fantasy",7.0,1422
469,tt0029217,Femmes marquées,0,1937,96,"Crime,Film-Noir,Thriller",7.1,4125
470,tt0029222,Le chant du printemps,0,1937,132,"Drama,Musical,Romance",7.3,1083
471,tt0029284,Mon épouse favorite,0,1940,88,"Comedy,Romance",7.3,10388
472,tt0029310,La force des ténèbres,0,1937,116,"Drama,Mystery,Thriller",7.2,2534
473,tt0029347,Deanna et ses boys,0,1937,84,"Comedy,Drama,Music",6.7,1069
474,tt0029440,Le prince et le pauvre,0,1937,118,"Adventure,Drama,Family",7.2,2507
475,tt0029442,Le prisonnier de Zenda,0,1937,101,"Adventure,Drama,Romance",7.7,4493
476,tt0029453,Pépé-Le-Moko,0,1937,94,"Crime,Drama,Romance",7.7,7309
479,tt0029454,Pour un baiser,0,1937,83,"Comedy,Drama,Romance",6.2,1175
480,tt0029516,Saratoga,0,1937,92,"Comedy,Drama,Romance",6.5,1741
481,tt0029546,L'entreprenant Mr Petrov,0,1937,109,"Comedy,Musical,Romance",7.5,7122
482,tt0029583,Blanche Neige et les sept nains,0,1937,83,"Adventure,Animation,Family",7.6,194447
483,tt0029604,Pension d'artistes,0,1937,92,"Comedy,Drama",7.7,8343
484,tt0029605,Monsieur Dodd part pour Hollywood,0,1937,91,"Comedy,Romance",6.8,1184
485,tt0029606,Une étoile est née,0,1937,111,"Drama,Romance",7.3,9704
486,tt0029608,Stella Dallas,0,1937,106,"Drama,Romance",7.4,5382
487,tt0029650,Une certaine femme,0,1937,93,"Drama,Romance",6.5,1562
488,tt0029658,La ville gronde !,0,1937,95,"Drama,Film-Noir,Mystery",7.2,1657
489,tt0029675,L'or et la chair,0,1937,109,"Biography,Comedy,Drama",6.3,1053
491,tt0029682,Le couple invisible,0,1937,97,"Comedy,Fantasy,Romance",7.3,7456
492,tt0029695,La folle confession,0,1937,85,"Comedy,Crime",6.7,1545
493,tt0029751,La mascotte du régiment,0,1937,100,"Adventure,Family",7.0,1688
494,tt0029808,J'ai le droit de vivre,0,1937,86,"Crime,Drama,Film-Noir",7.3,6715
495,tt0029842,Les aventures de Marco Polo,0,1938,104,"Adventure,Biography,Romance",5.6,1060
496,tt0029843,Les aventures de Robin des Bois,0,1938,102,"Action,Adventure,Romance",7.9,50382
497,tt0029844,Les aventures de Tom Sawyer,0,1938,91,"Adventure,Drama,Family",7.1,1999
498,tt0029850,Alexandre Newski,0,1938,112,"Action,Biography,Drama",7.5,11232
500,tt0029852,La folle parade,0,1938,106,"Drama,Music,Musical",6.9,2108
501,tt0029855,Casbah,0,1938,96,"Drama,Mystery,Romance",6.7,2785
502,tt0029864,Le mystérieux docteur Clitterhouse,0,1938,87,"Crime,Drama",7.0,2614
503,tt0029870,Les anges aux figures sales,0,1938,97,"Crime,Drama,Film-Noir",7.9,21291
504,tt0029929,La huitième femme de Barbe-bleue,0,1938,85,"Comedy,Romance",7.2,3851
505,tt0029942,Des hommes sont nés,0,1938,96,"Biography,Drama,Family",7.2,5684
506,tt0029947,L'impossible monsieur Bébé,0,1938,102,Comedy,7.8,60550
508,tt0029957,La bête humaine,0,1938,100,"Crime,Drama",7.6,7549
509,tt0029971,Amanda,0,1938,83,"Comedy,Musical,Romance",7.0,3818
510,tt0029995,La Citadelle,0,1938,110,Drama,7.1,2097
511,tt0030018,Madame et son cowboy,0,1938,91,Western,6.6,1558
512,tt0030026,L'école du crime,0,1938,85,"Crime,Drama",6.5,1202
513,tt0030044,La patrouille de l'aube,0,1938,103,"Drama,War",7.5,3022
514,tt0030063,Le Divorce de Lady X,0,1938,92,"Comedy,Drama,Romance",6.6,1413
515,tt0030127,La femme du boulanger,0,1938,133,"Comedy,Drama",7.5,2060
516,tt0030149,Rêves de jeunesse,0,1938,90,"Drama,Music,Romance",6.9,1947
517,tt0030151,Quatre au paradis,0,1938,93,"Comedy,Romance",6.4,1141
518,tt0030202,Toute la ville danse,0,1938,104,"Biography,Drama,Music",6.5,1188
519,tt0030241,Vacances,0,1938,95,"Comedy,Romance",7.7,16065
520,tt0030252,Hôtel du Nord,0,1938,95,"Comedy,Drama,Romance",7.6,2677
521,tt0030287,L'insoumise,0,1938,104,"Drama,Romance",7.5,13391
522,tt0030337,Visage de femme,0,1938,104,Drama,7.1,1011
523,tt0030341,Une femme disparaît,0,1938,96,"Mystery,Thriller",7.8,51609
524,tt0030386,L'amour frappe André Hardy,0,1938,91,"Comedy,Romance",6.8,1855
525,tt0030413,Mannequin,0,1937,95,Drama,6.6,1334
526,tt0030418,Marie-Antoinette,0,1938,149,"Biography,Drama,History",7.4,2989
527,tt0030424,La Marseillaise,0,1938,135,"Drama,History,Music",7.1,1207
529,tt0030442,Madame et son clochard,0,1938,95,"Comedy,Romance",7.3,1860
530,tt0030522,"Les dieux du stade, la fête des peuples",0,1938,121,"Documentary,Sport",7.8,4791
532,tt0030523,"Les dieux du stade, la fête de la beauté",0,1938,96,"Documentary,Sport",7.7,3980
534,tt0030637,Pygmalion,0,1938,96,"Comedy,Drama,Romance",7.8,8629
535,tt0030643,Le quai des brumes,0,1938,91,"Crime,Drama,Romance",7.8,9033
536,tt0030657,Mam'zelle vedette,0,1938,81,"Comedy,Drama,Family",7.0,1714
537,tt0030744,L'ange impur,0,1938,85,"Drama,Romance",6.9,1490
538,tt0030746,Vedettes du pavé,0,1938,85,Comedy,7.0,1288
539,tt0030755,Nuits de bal,0,1938,99,Drama,6.8,1914
540,tt0030764,Un meurtre sans importance,0,1938,85,"Comedy,Crime",7.0,2232
541,tt0030848,Pilote d'essai,0,1938,119,"Drama,Romance",6.9,2382
542,tt0030865,Trois camarades,0,1938,98,"Drama,Romance",7.2,1831
543,tt0030879,Un envoyé très spécial...,0,1938,107,"Adventure,Comedy,Drama",6.7,1470
544,tt0030944,Mariage incognito,0,1938,90,"Comedy,Romance",7.2,3621
545,tt0030989,Vivent les étudiants!,0,1938,102,"Drama,Romance,Sport",6.6,1212
546,tt0030993,Vous ne l'emporterez pas avec vous,0,1938,126,"Comedy,Drama,Romance",7.8,25376
547,tt0030996,Casier judiciaire,0,1938,94,"Crime,Film-Noir,Romance",6.9,1348
548,tt0031002,La famille sans-souci,0,1938,90,"Comedy,Drama",7.3,1375
549,tt0031020,Les aventures de Huckleberry Finn,0,1939,91,"Adventure,Drama,Family",6.8,1268
550,tt0031022,Les aventures de Sherlock Holmes,0,1939,85,"Crime,Mystery,Thriller",7.3,6740
552,tt0031033,Le premier rebelle,0,1939,81,"Adventure,History,War",6.3,1675
553,tt0031047,Nick joue et gagne,0,1939,103,"Comedy,Crime,Mystery",7.4,7242
554,tt0031060,Un jour au cirque,0,1939,87,"Comedy,Musical",6.8,6005
555,tt0031066,Place au rythme,0,1939,94,"Comedy,Musical",6.4,2505
556,tt0031067,Mademoiselle et son bébé,0,1939,82,"Comedy,Romance",7.6,4066
557,tt0031088,Beau Geste,0,1939,112,"Action,Adventure,Drama",7.6,5948
558,tt0031173,Les aveux d'un espion nazi,0,1939,104,"Drama,War",6.7,1690
559,tt0031210,Dark Victory,0,1939,104,"Drama,Romance",7.5,11018
561,tt0031225,Femme ou démon,0,1939,95,"Comedy,Western",7.6,11302
562,tt0031235,Les conquérants,0,1939,104,Western,7.1,5186
563,tt0031252,Sur la piste des Mohawks,0,1939,104,"Drama,Romance,War",7.0,6204
564,tt0031260,À chaque aube je meurs,0,1939,92,"Crime,Drama,Film-Noir",7.3,3300
565,tt0031302,Un ange en tournée,0,1939,83,"Comedy,Romance",6.8,1536
566,tt0031334,Les quatre plumes blanches,0,1939,129,"Adventure,Drama,Romance",7.5,6002
568,tt0031359,Hantise,0,1940,84,"Mystery,Thriller",7.3,4509
569,tt0031377,L'esclave aux mains d'or,0,1939,99,"Drama,Romance,Sport",6.9,1935
570,tt0031385,Au revoir Mr. Chips!,0,1939,114,"Drama,Romance",7.9,10542
571,tt0031398,Gunga Din,0,1939,117,"Adventure,Comedy,War",7.2,11839
572,tt0031455,Quasimodo,0,1939,117,"Drama,Romance",7.8,11252
573,tt0031473,La ronde des pantins,0,1939,107,"Comedy,Drama,Musical",6.6,1476
574,tt0031477,L'autre,0,1939,94,"Drama,Romance",7.1,3103
575,tt0031500,Le monde est merveilleux,0,1939,86,"Comedy,Crime,Mystery",6.9,2893
576,tt0031505,La taverne de la Jamaïque,0,1939,108,"Adventure,Crime",6.3,10001
578,tt0031507,Le brigand bien-aimé,0,1939,106,Western,7.0,4430
579,tt0031514,Le jour se lève,0,1939,93,"Crime,Drama,Romance",7.7,7549
580,tt0031516,Juarez,0,1939,125,"Biography,Drama,History",6.9,2340
581,tt0031580,Petite princesse,0,1939,93,"Comedy,Drama,Family",7.2,6096
582,tt0031593,Elle et lui,0,1939,88,"Drama,Romance",7.3,5351
583,tt0031602,Le Lien sacré,0,1939,92,"Comedy,Drama,Romance",6.3,3564
584,tt0031619,L'homme au masque de fer,0,1939,113,"Adventure,History,Romance",7.1,1692
585,tt0031647,La baronne de minuit,0,1939,94,"Comedy,Romance",7.9,4971
586,tt0031679,Mr. Smith au sénat,0,1939,129,"Comedy,Drama",8.1,113884
588,tt0031725,Ninotchka,0,1939,110,"Comedy,Romance",7.9,20775
589,tt0031742,Des souris et des hommes,0,1939,106,"Adventure,Drama",7.9,5976
590,tt0031747,Terreur à l'ouest,0,1939,85,"Action,History,Western",6.4,2231
591,tt0031750,La vieille fille,0,1939,95,Drama,7.5,3733
592,tt0031762,Seuls les anges ont des ailes,0,1939,121,"Adventure,Drama,Romance",7.7,13841
593,tt0031826,La vie privée d'Elisabeth d'Angleterre,0,1939,106,"Biography,Drama,History",7.0,5578
594,tt0031835,La mousson,0,1939,103,"Adventure,Drama,Romance",6.9,1975
595,tt0031842,La glorieuse aventure,0,1939,96,"Action,History,Romance",6.5,1069
596,tt0031867,Les fantastiques années 20,0,1939,106,"Crime,Drama,Film-Noir",7.9,13819
598,tt0031885,La règle du jeu,0,1939,110,"Comedy,Drama",7.9,28583
599,tt0031951,Le fils de Frankenstein,0,1939,99,"Drama,Horror,Sci-Fi",7.1,10151
600,tt0031968,L'Espion noir,0,1939,82,"Thriller,War",6.9,2174
601,tt0031971,La Chevauchée fantastique,0,1939,96,"Adventure,Drama,Western",7.8,47889
603,tt0031973,Stanley et Livingstone,0,1939,101,"Adventure,Drama,History",7.0,1404
605,tt0031976,Sous le regard des étoiles,0,1940,110,Drama,7.0,1064
606,tt0031981,Et la parole fut...,0,1939,98,"Biography,Drama,History",7.0,1094
607,tt0031983,La grande farandole,0,1939,93,"Biography,Drama,Musical",6.9,2554
608,tt0032007,Tarzan trouve un fils,0,1939,82,"Action,Adventure,Family",6.5,3362
609,tt0032022,Je suis un criminel,0,1939,92,"Crime,Drama,Film-Noir",6.8,2288
610,tt0032049,La tour de Londres,0,1939,92,"Drama,History",6.6,1974
611,tt0032080,Pacific Express,0,1939,135,Western,7.1,3009
612,tt0032138,Le magicien d'Oz,0,1939,102,"Adventure,Family,Fantasy",8.1,387539
613,tt0032143,Femmes,0,1939,133,"Comedy,Drama",7.8,13624
614,tt0032145,Les Hauts de Hurlevent,0,1939,104,"Drama,Romance",7.6,17880
615,tt0032155,Vers sa destinée,0,1939,100,"Biography,Drama,History",7.5,8142
616,tt0032156,Les contes des chrysanthèmes tardifs,0,1939,143,"Drama,Romance",7.8,3706
617,tt0032181,Abraham Lincoln,0,1940,110,"Biography,Drama,History",7.3,1812
618,tt0032194,L'étrangère,0,1940,141,"Drama,Romance",7.4,4874
619,tt0032264,L'oiseau bleu,0,1940,88,"Adventure,Comedy,Family",6.2,1763
620,tt0032273,La fièvre du pétrole,0,1940,119,"Drama,Western",7.1,3412
621,tt0032281,L'Odyssée des Mormons,0,1940,114,"Adventure,Biography,History",6.3,1067
623,tt0032284,Broadway qui danse,0,1940,102,Musical,7.3,2439
624,tt0032285,L'étrange aventure,0,1940,88,"Comedy,Crime,Drama",7.0,2731
625,tt0032342,Ville conquise,0,1940,104,"Drama,Music,Sport",7.2,2367
626,tt0032349,Camarade X,0,1940,104,"Comedy,Romance",6.5,1582
627,tt0032356,Espionne à bord,0,1940,92,"Crime,Drama,Romance",6.9,1225
628,tt0032376,"Chantez, dansez, mes belles!",0,1940,90,"Comedy,Drama,Music",6.8,2586
629,tt0032383,L'escadron noir,0,1940,94,Western,6.8,2634
630,tt0032410,Sous le ciel d'Argentine,0,1940,89,"Comedy,Drama,Musical",6.4,1133
631,tt0032413,La balle magique du Docteur Ehrlich,0,1940,103,"Biography,Drama",7.4,1617
633,tt0032432,La vie de Thomas Edison,0,1940,107,"Biography,Drama",7.1,1615
634,tt0032455,Fantasia,0,1940,125,"Animation,Family,Fantasy",7.7,94233
635,tt0032467,Le régiment des bagarreurs,0,1940,90,"Action,Adventure,Biography",6.6,1874
636,tt0032484,Cet homme est un espion,0,1940,120,"Action,Romance,Thriller",7.5,20585
638,tt0032520,Le mystère du château maudit,0,1940,85,"Comedy,Horror,Mystery",7.1,3437
639,tt0032551,Les raisins de la colère,0,1940,129,Drama,8.1,91100
640,tt0032553,Le Dictateur,0,1940,125,"Comedy,Drama,War",8.4,219092
641,tt0032554,Gouverneur malgré lui,0,1940,82,Comedy,7.3,3976
642,tt0032599,La dame du vendredi,0,1940,92,"Comedy,Drama,Romance",7.9,57649
643,tt0032610,La Maison aux sept pignons,0,1940,89,"Drama,Thriller",7.0,1148
644,tt0032612,Howard le révolté,0,1940,116,"Drama,History,War",6.1,1166
645,tt0032617,Monsieur Wilson perd la tête,0,1940,99,"Comedy,Romance",7.5,3289
647,tt0032635,Le retour de l'homme invisible,0,1940,81,"Drama,Horror,Mystery",6.5,4379
648,tt0032643,Rendez-vous à minuit,0,1940,97,"Comedy,Crime,Drama",6.6,1211
649,tt0032651,Johnny Apollo,0,1940,94,"Crime,Drama,Film-Noir",6.9,1312
650,tt0032653,Le juif Suss,0,1940,98,Drama,5.1,3166
651,tt0032671,Kitty Foyle,0,1940,108,"Drama,Romance",6.9,3669
652,tt0032701,La Lettre,0,1940,95,"Crime,Drama,Film-Noir",7.6,12902
653,tt0032728,Les Hommes de la mer,0,1940,105,"Drama,War",6.9,4266
655,tt0032762,Le signe de Zorro,0,1940,94,"Action,Adventure,Family",7.5,10076
656,tt0032811,La tempête qui tue,0,1940,100,Drama,7.8,5222
657,tt0032828,Mon petit poussin chéri,0,1940,83,"Comedy,Western",6.9,2834
658,tt0032842,Train de nuit pour Munich,0,1940,95,"Drama,Thriller,War",7.2,4980
659,tt0032846,Finie la comédie,0,1940,93,"Comedy,Drama,Romance",6.2,1056
660,tt0032850,Les tuniques écarlates,0,1940,126,Western,6.4,1663
661,tt0032851,Le grand passage,0,1940,126,"Adventure,Drama,History",7.0,3584
662,tt0032873,Une nuit sous les tropiques,0,1940,82,"Comedy,Musical,Romance",6.3,1704
663,tt0032881,Une petite ville sans histoire,0,1940,90,"Drama,Family,Romance",6.6,2595
664,tt0032904,Indiscrétions,0,1940,112,"Comedy,Romance",7.9,68090
665,tt0032910,Pinocchio,0,1940,88,"Adventure,Animation,Comedy",7.5,141204
667,tt0032943,Orgueil et préjugés,0,1940,118,"Drama,Romance",7.4,8237
668,tt0032946,Le lys du ruisseau,0,1940,93,"Drama,Romance",6.9,1546
669,tt0032976,Rebecca,0,1940,130,"Drama,Film-Noir,Mystery",8.1,134414
670,tt0032981,L'Aventure d'une nuit,0,1940,94,"Comedy,Drama,Romance",7.6,5756
671,tt0032983,Le retour de Frank James,0,1940,92,Western,6.6,3225
672,tt0032993,En route pour Singapour,0,1940,85,"Comedy,Musical,Romance",6.7,3737
673,tt0033021,La Piste de Santa Fé,0,1940,110,"War,Western",6.2,3701
674,tt0033028,L'aigle des mers,0,1940,127,"Action,Adventure,History",7.6,9790
675,tt0033029,Swing Romance,0,1940,84,"Comedy,Musical,Romance",5.7,1562
676,tt0033038,La Maison des sept péchés,0,1940,87,"Comedy,Drama,Romance",6.6,1428
678,tt0033045,Rendez-vous,0,1940,99,"Comedy,Drama,Romance",8.1,32281
679,tt0033105,Le cargo maudit,0,1940,113,"Adventure,Drama,Romance",6.9,2641
680,tt0033110,En avant la musique,0,1940,120,"Comedy,Musical,Romance",6.8,1699
681,tt0033117,Suzanne et ses idées,0,1940,117,"Comedy,Drama",5.9,1347
682,tt0033149,Une femme dangereuse,0,1940,95,"Crime,Drama,Film-Noir",7.3,7804
683,tt0033152,Le voleur de Bagdad,0,1940,106,"Adventure,Family,Fantasy",7.4,13077
684,tt0033174,Trop de maris,0,1940,81,"Comedy,Romance",6.5,1494
685,tt0033226,La caravane héroïque,0,1940,121,Western,6.8,2594
686,tt0033238,La valse dans l'ombre,0,1940,108,"Drama,Romance,War",7.8,9863
687,tt0033253,Le cavalier du désert,0,1940,100,Western,7.3,5847
688,tt0033283,La villa des piqués,0,1940,97,"Comedy,Horror,Musical",6.1,1285
689,tt0033289,La jeunesse d'Edison,0,1940,86,"Biography,Drama,Family",6.8,1110
690,tt0033373,Boule de feu,0,1941,111,"Comedy,Romance",7.8,12280
691,tt0033388,Les Marx au grand magasin,0,1941,83,"Comedy,Family,Musical",6.5,5067
692,tt0033405,Arènes sanglantes,0,1941,125,"Drama,Sport",6.8,2764
693,tt0033407,Les oubliés,0,1941,99,"Biography,Drama,Romance",6.9,2023
694,tt0033432,Fiancée contre remboursement,0,1941,92,"Comedy,Romance",6.9,3350
695,tt0033436,Deux nigauds soldats,0,1941,84,"Comedy,Musical,War",7.0,4430
696,tt0033467,Citizen Kane,0,1941,119,"Drama,Mystery",8.3,432462
697,tt0033477,Viens avec moi,0,1941,86,"Comedy,Romance",7.0,2057
698,tt0033491,Cottage à louer,0,1941,90,"Comedy,Mystery,Thriller",6.7,1176
699,tt0033532,Tous les biens de la Terre,0,1941,107,"Drama,Fantasy,Romance",7.6,4998
700,tt0033533,Le diable s'en mêle,0,1941,92,"Comedy,Romance",7.6,4054
701,tt0033537,Bombardiers en piqué,0,1941,132,"Drama,War",6.5,1822
702,tt0033553,Dr. Jekyll et Mr. Hyde,0,1941,113,"Drama,Horror,Sci-Fi",6.8,8882
703,tt0033616,Des pas dans la nuit,0,1941,96,"Comedy,Crime,Mystery",6.8,1245
704,tt0033627,49ème parallèle,0,1941,123,"Drama,Thriller,War",7.3,6662
705,tt0033677,Le grand mensonge,0,1941,108,Drama,7.1,3878
706,tt0033686,Souvenirs,0,1941,120,"Drama,Romance",6.9,1322
707,tt0033704,Hellzapoppin,0,1941,84,Comedy,7.4,3077
708,tt0033712,Le défunt récalcitrant,0,1941,94,"Comedy,Fantasy,Romance",7.6,6368
709,tt0033717,La Grande Évasion,0,1941,100,"Action,Adventure,Drama",7.5,16753
711,tt0033722,La porte d'or,0,1941,116,"Drama,Romance",7.3,2426
713,tt0033723,Fantômes en vadrouille,0,1941,86,"Comedy,Horror",7.3,3761
714,tt0033726,Franc jeu,0,1941,105,"Comedy,Crime,Drama",6.6,1130
715,tt0033729,Qu'elle était verte ma vallée,0,1941,118,"Drama,Family",7.7,23745
716,tt0033740,Qui a tué Vicky Lynn?,0,1941,82,"Crime,Drama,Film-Noir",7.2,4731
717,tt0033754,Deux nigauds marins,0,1941,86,Comedy,6.7,3039
718,tt0033766,Ève a commencé,0,1941,90,"Comedy,Music,Romance",7.6,1549
719,tt0033774,Johnny roi des gangsters,0,1941,107,"Crime,Film-Noir,Thriller",7.0,3103
720,tt0033781,Deux nigauds aviateurs,0,1941,86,Comedy,6.5,1606
721,tt0033802,Ladies in Retirement,0,1941,91,"Crime,Drama,Film-Noir",7.1,1315
